clip_id,original_scene,scene_label,event_labels,split,mix_type,unknown_events_found,event_snr,event_timestamps,duration,sampling_rate
Val/Elevator/Elevator_user0334_15519054_003.wav,Val/Elevator/Elevator_user0334_15519054_003.wav,Elevator,"['Microwave_oven', 'Throat clearing', 'Cupboard_open_or_close']",val,real-unknown,['Cough'],[],[],10.0,44100
Val/Elevator/Elevator_user0334_15518928_003.wav,Val/Elevator/Elevator_user0334_15518928_003.wav,Elevator,"['Microwave_oven', 'Throat clearing']",val,real-unknown,['Cough'],[],[],10.0,44100
Val/Elevator/Elevator_user0016_14895522_000.wav,Val/Elevator/Elevator_user0016_14895522_000.wav,Elevator,"['Inside, small room', 'Silence']",val,real-unknown,['Child_speech_and_kid_speaking'],[],[],10.0,44100
Val/Elevator/Elevator_user0266_14980473_004.wav,Val/Elevator/Elevator_user0266_14980473_004.wav,Elevator,['Conversation'],val,real-unknown,['Child_speech_and_kid_speaking'],[],[],10.0,44100
Val/Elevator/Elevator_user0433_14883771_005.wav,Val/Elevator/Elevator_user0433_14883771_005.wav,Elevator,['Silence'],val,real-unknown,['Child_speech_and_kid_speaking'],[],[],10.0,44100
Val/Elevator/Elevator_user0277_15018035_002.wav,Val/Elevator/Elevator_user0277_15018035_002.wav,Elevator,['Shuffle'],val,real-unknown,['Child_speech_and_kid_speaking'],[],[],10.0,44100
Val/Elevator/Elevator_user0266_14983348_002.wav,Val/Elevator/Elevator_user0266_14983348_002.wav,Elevator,"['Inside, small room', 'Hands']",val,real-unknown,['Child_speech_and_kid_speaking'],[],[],10.0,44100
Val/Elevator/Elevator_user0266_14983306_002.wav,Val/Elevator/Elevator_user0266_14983306_002.wav,Elevator,"['Silence', 'Chink_and_clink']",val,real-unknown,['Child_speech_and_kid_speaking'],[],[],10.0,44100
Val/Elevator/Elevator_user0266_14980473_000.wav,Val/Elevator/Elevator_user0266_14980473_000.wav,Elevator,['Children playing'],val,real-unknown,['Child_speech_and_kid_speaking'],[],[],10.0,44100
Val/CrowdedIndoor/CrowdedIndoor_user0066_14986518_005.wav,Val/CrowdedIndoor/CrowdedIndoor_user0066_14986518_005.wav,CrowdedIndoor,['Chink_and_clink'],val,real-unknown,['Alarm'],[],[],10.0,44100
Val/CrowdedIndoor/CrowdedIndoor_user0346_14888131_005.wav,Val/CrowdedIndoor/CrowdedIndoor_user0346_14888131_005.wav,CrowdedIndoor,[],val,real-unknown,['Doorbell'],[],[],10.0,44100
Val/CrowdedIndoor/CrowdedIndoor_user0346_14888147_005.wav,Val/CrowdedIndoor/CrowdedIndoor_user0346_14888147_005.wav,CrowdedIndoor,['Ding-dong'],val,real-unknown,['Doorbell'],[],[],10.0,44100
Val/CrowdedIndoor/CrowdedIndoor_user0503_14979895_001.wav,Val/CrowdedIndoor/CrowdedIndoor_user0503_14979895_001.wav,CrowdedIndoor,['Typing'],val,real-unknown,['Computer_keyboard'],[],[],10.0,44100
Val/Park/Park_user0769_14981017_003.wav,Val/Park/Park_user0769_14981017_003.wav,Park,['Raindrop'],val,real-unknown,['Rain'],[],[],10.0,44100
Val/Park/Park_user0651_14986995_001.wav,Val/Park/Park_user0651_14986995_001.wav,Park,"['Animal', 'Domestic_animals_and_pets', 'Silence', 'Bow-wow']",val,real-unknown,['Bark'],[],[],10.0,44100
Val/Park/Park_user0769_14981017_000.wav,Val/Park/Park_user0769_14981017_000.wav,Park,['Raindrop'],val,real-unknown,['Rain'],[],[],10.0,44100
Val/Park/Park_user0803_14986601_004.wav,Val/Park/Park_user0803_14986601_004.wav,Park,"['Gush', 'Raindrop']",val,real-unknown,['Rain'],[],[],10.0,44100
Val/Park/Park_user0803_14986601_005.wav,Val/Park/Park_user0803_14986601_005.wav,Park,['Raindrop'],val,real-unknown,['Rain'],[],[],10.0,44100
Val/Park/Park_user0769_14981017_004.wav,Val/Park/Park_user0769_14981017_004.wav,Park,['Raindrop'],val,real-unknown,['Rain'],[],[],10.0,44100
Val/Park/Park_user0769_14981012_004.wav,Val/Park/Park_user0769_14981012_004.wav,Park,"['Frog', 'Raindrop']",val,real-unknown,['Rain'],[],[],10.0,44100
Val/Park/Park_user0651_14986995_002.wav,Val/Park/Park_user0651_14986995_002.wav,Park,"['Livestock_and_farm_animals_and_working_animals', 'Animal', 'Domestic_animals_and_pets', 'Silence', 'Bow-wow']",val,real-unknown,['Bark'],[],[],10.0,44100
Val/Park/Park_user0769_14981017_002.wav,Val/Park/Park_user0769_14981017_002.wav,Park,"['Insect', 'Cricket', 'Raindrop']",val,real-unknown,['Rain'],[],[],10.0,44100
Val/Park/Park_user0769_14981012_005.wav,Val/Park/Park_user0769_14981012_005.wav,Park,['Raindrop'],val,real-unknown,['Rain'],[],[],10.0,44100
Val/Park/Park_user0769_14981017_001.wav,Val/Park/Park_user0769_14981017_001.wav,Park,['Raindrop'],val,real-unknown,['Rain'],[],[],10.0,44100
Val/Park/Park_user0651_14986995_000.wav,Val/Park/Park_user0651_14986995_000.wav,Park,"['Livestock_and_farm_animals_and_working_animals', 'Animal', 'Domestic_animals_and_pets', 'Yip', 'Bow-wow']",val,real-unknown,['Bark'],[],[],10.0,44100
Val/Park/Park_user0803_14986602_003.wav,Val/Park/Park_user0803_14986602_003.wav,Park,"['Silence', 'Raindrop']",val,real-unknown,['Rain'],[],[],10.0,44100
Val/Park/Park_user0503_14987400_001.wav,Val/Park/Park_user0503_14987400_001.wav,Park,"['Animal', 'Domestic_animals_and_pets', 'Yip', 'Bow-wow']",val,real-unknown,['Bark'],[],[],10.0,44100
Val/Park/Park_user0769_14981017_005.wav,Val/Park/Park_user0769_14981017_005.wav,Park,['Raindrop'],val,real-unknown,['Rain'],[],[],10.0,44100
Val/Bus/Bus_user0151_14879802_001.wav,Val/Bus/Bus_user0151_14879802_001.wav,Bus,"['Train', 'Vehicle']",val,real-unknown,['Siren'],[],[],10.0,44100
Val/Bus/Bus_user0200_14875510_000.wav,Val/Bus/Bus_user0200_14875510_000.wav,Bus,[],val,real-unknown,['Idling'],[],[],10.0,44100
Val/Bus/Bus_user0065_14868755_002.wav,Val/Bus/Bus_user0065_14868755_002.wav,Bus,['Train'],val,real-unknown,['Alarm'],[],[],10.0,44100
Val/Bus/Bus_user0200_14875510_001.wav,Val/Bus/Bus_user0200_14875510_001.wav,Bus,[],val,real-unknown,['Idling'],[],[],10.0,44100
Val/Bus/Bus_user0200_14875510_005.wav,Val/Bus/Bus_user0200_14875510_005.wav,Bus,[],val,real-unknown,['Idling'],[],[],10.0,44100
Val/Bus/Bus_user0200_14875490_001.wav,Val/Bus/Bus_user0200_14875490_001.wav,Bus,"['Motorboat, speedboat']",val,real-unknown,['Idling'],[],[],10.0,44100
Val/Restroom/Restroom_user0012_14818556_004.wav,Val/Restroom/Restroom_user0012_14818556_004.wav,Restroom,"['Inside, small room', 'Hands']",val,real-unknown,['Scissors'],[],[],10.0,44100
Val/Restroom/Restroom_user0811_14846831_003.wav,Val/Restroom/Restroom_user0811_14846831_003.wav,Restroom,[],val,real-unknown,['Scissors'],[],[],10.0,44100
Val/Restroom/Restroom_user0031_14826470_003.wav,Val/Restroom/Restroom_user0031_14826470_003.wav,Restroom,"['Steam', 'Sizzle']",val,real-unknown,['Hiss'],[],[],10.0,44100
Val/Restroom/Restroom_user0463_14844370_000.wav,Val/Restroom/Restroom_user0463_14844370_000.wav,Restroom,"['Train', 'Steam']",val,real-unknown,['Hiss'],[],[],10.0,44100
Val/Restroom/Restroom_user0530_14840538_002.wav,Val/Restroom/Restroom_user0530_14840538_002.wav,Restroom,"['Inside, small room', 'Door', 'Silence', 'Drawer_open_or_close']",val,real-unknown,['Scissors'],[],[],10.0,44100
Val/Restroom/Restroom_user0235_14817038_006.wav,Val/Restroom/Restroom_user0235_14817038_006.wav,Restroom,"['Water_tap_and_faucet', 'Silence', 'Steam', 'Bathtub_(filling_or_washing)']",val,real-unknown,['Hiss'],[],[],10.0,44100
Val/Restroom/Restroom_user0426_14830923_000.wav,Val/Restroom/Restroom_user0426_14830923_000.wav,Restroom,['Steam'],val,real-unknown,['Hiss'],[],[],10.0,44100
Val/Restroom/Restroom_user0755_14819057_001.wav,Val/Restroom/Restroom_user0755_14819057_001.wav,Restroom,"['Rub', 'Toothbrush']",val,real-unknown,['Scissors'],[],[],10.0,44100
Val/Restroom/Restroom_user0463_14844410_001.wav,Val/Restroom/Restroom_user0463_14844410_001.wav,Restroom,"['Sink_(filling_or_washing)', 'Water_tap_and_faucet']",val,real-unknown,['Hiss'],[],[],10.0,44100
Val/Restroom/Restroom_user0463_14844370_001.wav,Val/Restroom/Restroom_user0463_14844370_001.wav,Restroom,"['Steam', 'Frying_(food)']",val,real-unknown,['Hiss'],[],[],10.0,44100
Val/Kitchen/Kitchen_user0117_14832425_002.wav,Val/Kitchen/Kitchen_user0117_14832425_002.wav,Kitchen,['Tools'],val,real-unknown,['Hammer'],[],[],10.0,44100
Val/Kitchen/Kitchen_user0585_14834807_002.wav,Val/Kitchen/Kitchen_user0585_14834807_002.wav,Kitchen,['Buzz'],val,real-unknown,['Microwave_oven'],[],[],10.0,44100
Val/Kitchen/Kitchen_user0177_14857689_000.wav,Val/Kitchen/Kitchen_user0177_14857689_000.wav,Kitchen,[],val,real-unknown,['Microwave_oven'],[],[],10.0,44100
Val/Kitchen/Kitchen_user0585_14834807_001.wav,Val/Kitchen/Kitchen_user0585_14834807_001.wav,Kitchen,['Buzz'],val,real-unknown,['Microwave_oven'],[],[],10.0,44100
Val/Kitchen/Kitchen_user0117_14832181_003.wav,Val/Kitchen/Kitchen_user0117_14832181_003.wav,Kitchen,[],val,real-unknown,['Hammer'],[],[],10.0,44100
Val/Kitchen/Kitchen_user0426_14835084_000.wav,Val/Kitchen/Kitchen_user0426_14835084_000.wav,Kitchen,"['Inside, small room', 'Crackle', 'Glass', 'Tearing']",val,real-unknown,['Crumpling_and_crinkling'],[],[],10.0,44100
Val/Kitchen/Kitchen_user0585_14834807_000.wav,Val/Kitchen/Kitchen_user0585_14834807_000.wav,Kitchen,[],val,real-unknown,['Microwave_oven'],[],[],10.0,44100
Val/Kitchen/Kitchen_user0365_14829856_001.wav,Val/Kitchen/Kitchen_user0365_14829856_001.wav,Kitchen,['Silence'],val,real-unknown,['Hammer'],[],[],10.0,44100
Val/Kitchen/Kitchen_user0585_14834807_003.wav,Val/Kitchen/Kitchen_user0585_14834807_003.wav,Kitchen,['Buzz'],val,real-unknown,['Microwave_oven'],[],[],10.0,44100
Val/Kitchen/Kitchen_user0117_14832425_005.wav,Val/Kitchen/Kitchen_user0117_14832425_005.wav,Kitchen,['Dishes_and_pots_and_pans'],val,real-unknown,['Hammer'],[],[],10.0,44100
Val/Kitchen/Kitchen_user0177_14857711_000.wav,Val/Kitchen/Kitchen_user0177_14857711_000.wav,Kitchen,['Cupboard_open_or_close'],val,real-unknown,['Microwave_oven'],[],[],10.0,44100
Val/Kitchen/Kitchen_user0811_14846759_005.wav,Val/Kitchen/Kitchen_user0811_14846759_005.wav,Kitchen,[],val,real-unknown,"['Trickle_and_dribble', 'Pour']",[],[],10.0,44100
Val/Kitchen/Kitchen_user0177_14857689_004.wav,Val/Kitchen/Kitchen_user0177_14857689_004.wav,Kitchen,[],val,real-unknown,['Microwave_oven'],[],[],10.0,44100
Val/Kitchen/Kitchen_user0811_14845750_000.wav,Val/Kitchen/Kitchen_user0811_14845750_000.wav,Kitchen,"['Inside, small room', 'Beep, bleep']",val,real-unknown,['Child_speech_and_kid_speaking'],[],[],10.0,44100
Val/Kitchen/Kitchen_user0063_14818558_004.wav,Val/Kitchen/Kitchen_user0063_14818558_004.wav,Kitchen,['Chink_and_clink'],val,real-unknown,['Crack'],[],[],10.0,44100
Val/Kitchen/Kitchen_user0585_14834807_006.wav,Val/Kitchen/Kitchen_user0585_14834807_006.wav,Kitchen,"['Beep, bleep']",val,real-unknown,['Microwave_oven'],[],[],10.0,44100
Val/Kitchen/Kitchen_user0453_14831155_000.wav,Val/Kitchen/Kitchen_user0453_14831155_000.wav,Kitchen,"['Inside, small room', 'Tearing']",val,real-unknown,['Crumpling_and_crinkling'],[],[],10.0,44100
Val/Kitchen/Kitchen_user0585_14834807_004.wav,Val/Kitchen/Kitchen_user0585_14834807_004.wav,Kitchen,[],val,real-unknown,['Microwave_oven'],[],[],10.0,44100
Val/Kitchen/Kitchen_user0177_14857689_002.wav,Val/Kitchen/Kitchen_user0177_14857689_002.wav,Kitchen,[],val,real-unknown,"['Microwave_oven', 'Hammer']",[],[],10.0,44100
Val/Kitchen/Kitchen_user0177_14857689_001.wav,Val/Kitchen/Kitchen_user0177_14857689_001.wav,Kitchen,[],val,real-unknown,"['Microwave_oven', 'Hammer']",[],[],10.0,44100
Val/Kitchen/Kitchen_user0177_14857689_005.wav,Val/Kitchen/Kitchen_user0177_14857689_005.wav,Kitchen,[],val,real-unknown,['Microwave_oven'],[],[],10.0,44100
Val/Kitchen/Kitchen_user0117_14832181_004.wav,Val/Kitchen/Kitchen_user0117_14832181_004.wav,Kitchen,['Chopping (food)'],val,real-unknown,['Hammer'],[],[],10.0,44100
Val/Kitchen/Kitchen_user0177_14857732_002.wav,Val/Kitchen/Kitchen_user0177_14857732_002.wav,Kitchen,['Splinter'],val,real-unknown,['Hammer'],[],[],10.0,44100
Val/Kitchen/Kitchen_user0667_14845822_004.wav,Val/Kitchen/Kitchen_user0667_14845822_004.wav,Kitchen,['Glass'],val,real-unknown,['Pour'],[],[],10.0,44100
Val/Kitchen/Kitchen_user0500_14825756_003.wav,Val/Kitchen/Kitchen_user0500_14825756_003.wav,Kitchen,"['Inside, small room', 'Sink_(filling_or_washing)', 'Tearing']",val,real-unknown,['Crumpling_and_crinkling'],[],[],10.0,44100
Val/Cafe/Cafe_user0266_14977244_004.wav,Val/Cafe/Cafe_user0266_14977244_004.wav,Cafe,[],val,real-unknown,['Child_speech_and_kid_speaking'],[],[],10.0,44100
Val/Cafe/Cafe_user0027_15423710_001.wav,Val/Cafe/Cafe_user0027_15423710_001.wav,Cafe,['Shuffle'],val,real-unknown,['Child_speech_and_kid_speaking'],[],[],10.0,44100
Val/Cafe/Cafe_user0582_15053529_004.wav,Val/Cafe/Cafe_user0582_15053529_004.wav,Cafe,"['Musical_instrument', 'Keyboard_(musical)']",val,real-unknown,['Piano'],[],[],10.0,44100
Val/Cafe/Cafe_user0596_15311217_003.wav,Val/Cafe/Cafe_user0596_15311217_003.wav,Cafe,['Typing'],val,real-unknown,['Computer_keyboard'],[],[],10.0,44100
Val/Cafe/Cafe_user0416_15519125_000.wav,Val/Cafe/Cafe_user0416_15519125_000.wav,Cafe,[],val,real-unknown,['Piano'],[],[],10.0,44100
Val/Cafe/Cafe_user0159_14987442_005.wav,Val/Cafe/Cafe_user0159_14987442_005.wav,Cafe,['Children playing'],val,real-unknown,['Child_speech_and_kid_speaking'],[],[],10.0,44100
Val/Cafe/Cafe_user0378_14895771_001.wav,Val/Cafe/Cafe_user0378_14895771_001.wav,Cafe,[],val,real-unknown,['Child_speech_and_kid_speaking'],[],[],10.0,44100
Val/Cafe/Cafe_user0511_15113515_004.wav,Val/Cafe/Cafe_user0511_15113515_004.wav,Cafe,"['Mechanical_fan', 'Rattle']",val,real-unknown,['Buzz'],[],[],10.0,44100
Val/Cafe/Cafe_user0416_15519125_004.wav,Val/Cafe/Cafe_user0416_15519125_004.wav,Cafe,"['Field recording', 'Male_speech_and_man_speaking', 'Narration, monologue']",val,real-unknown,['Buzz'],[],[],10.0,44100
Val/Cafe/Cafe_user0159_14987443_004.wav,Val/Cafe/Cafe_user0159_14987443_004.wav,Cafe,[],val,real-unknown,['Child_speech_and_kid_speaking'],[],[],10.0,44100
Val/Cafe/Cafe_user0159_14987441_003.wav,Val/Cafe/Cafe_user0159_14987441_003.wav,Cafe,['Tambourine'],val,real-unknown,['Child_speech_and_kid_speaking'],[],[],10.0,44100
Val/Cafe/Cafe_user0159_14987442_004.wav,Val/Cafe/Cafe_user0159_14987442_004.wav,Cafe,['Children playing'],val,real-unknown,['Child_speech_and_kid_speaking'],[],[],10.0,44100
Val/Cafe/Cafe_user0511_14985705_001.wav,Val/Cafe/Cafe_user0511_14985705_001.wav,Cafe,"['Blender', 'Television']",val,real-unknown,['Buzz'],[],[],10.0,44100
Val/Cafe/Cafe_user0159_14987435_001.wav,Val/Cafe/Cafe_user0159_14987435_001.wav,Cafe,['Female_singing'],val,real-unknown,['Child_speech_and_kid_speaking'],[],[],10.0,44100
Val/Cafe/Cafe_user0596_15311217_005.wav,Val/Cafe/Cafe_user0596_15311217_005.wav,Cafe,"['Mouse', 'Typing']",val,real-unknown,['Computer_keyboard'],[],[],10.0,44100
Val/Cafe/Cafe_user0159_14987441_004.wav,Val/Cafe/Cafe_user0159_14987441_004.wav,Cafe,['Children playing'],val,real-unknown,['Child_speech_and_kid_speaking'],[],[],10.0,44100
Val/Cafe/Cafe_user0159_14987443_002.wav,Val/Cafe/Cafe_user0159_14987443_002.wav,Cafe,['Sewing machine'],val,real-unknown,['Child_speech_and_kid_speaking'],[],[],10.0,44100
Val/Restaurant/Restaurant_user0817_15020975_003.wav,Val/Restaurant/Restaurant_user0817_15020975_003.wav,Restaurant,"['Inside, small room', 'Biting']",val,real-unknown,['Chewing_and_mastication'],[],[],10.0,44100
Val/Restaurant/Restaurant_user0817_15021220_004.wav,Val/Restaurant/Restaurant_user0817_15021220_004.wav,Restaurant,['Dishes_and_pots_and_pans'],val,real-unknown,['Chewing_and_mastication'],[],[],10.0,44100
Val/Restaurant/Restaurant_user0817_15020735_005.wav,Val/Restaurant/Restaurant_user0817_15020735_005.wav,Restaurant,"['Inside, small room']",val,real-unknown,['Chewing_and_mastication'],[],[],10.0,44100
Val/Restaurant/Restaurant_user0762_14884690_000.wav,Val/Restaurant/Restaurant_user0762_14884690_000.wav,Restaurant,"['Inside, small room']",val,real-unknown,['Chewing_and_mastication'],[],[],10.0,44100
Val/Restaurant/Restaurant_user0817_15021220_005.wav,Val/Restaurant/Restaurant_user0817_15021220_005.wav,Restaurant,"['Inside, small room', 'Cutlery_and_silverware', 'Dishes_and_pots_and_pans']",val,real-unknown,['Chewing_and_mastication'],[],[],10.0,44100
Val/Restaurant/Restaurant_user0817_15021220_003.wav,Val/Restaurant/Restaurant_user0817_15021220_003.wav,Restaurant,"['Inside, small room']",val,real-unknown,['Chewing_and_mastication'],[],[],10.0,44100
Val/Restaurant/Restaurant_user0817_15020832_005.wav,Val/Restaurant/Restaurant_user0817_15020832_005.wav,Restaurant,"['Inside, small room']",val,real-unknown,['Chewing_and_mastication'],[],[],10.0,44100
Val/Restaurant/Restaurant_user0817_15021104_003.wav,Val/Restaurant/Restaurant_user0817_15021104_003.wav,Restaurant,"['Inside, small room', 'Cutlery_and_silverware', 'Dishes_and_pots_and_pans']",val,real-unknown,['Chewing_and_mastication'],[],[],10.0,44100
Val/Restaurant/Restaurant_user0817_15020735_004.wav,Val/Restaurant/Restaurant_user0817_15020735_004.wav,Restaurant,"['Inside, small room', 'Cutlery_and_silverware', 'Dishes_and_pots_and_pans']",val,real-unknown,['Chewing_and_mastication'],[],[],10.0,44100
Val/Restaurant/Restaurant_user0817_15021220_000.wav,Val/Restaurant/Restaurant_user0817_15021220_000.wav,Restaurant,"['Inside, small room']",val,real-unknown,['Chewing_and_mastication'],[],[],10.0,44100
Val/Restaurant/Restaurant_user0500_15518829_001.wav,Val/Restaurant/Restaurant_user0500_15518829_001.wav,Restaurant,"['Inside, small room', 'Silence']",val,real-unknown,['Chewing_and_mastication'],[],[],10.0,44100
Val/Restaurant/Restaurant_user0817_15020975_001.wav,Val/Restaurant/Restaurant_user0817_15020975_001.wav,Restaurant,"['Inside, small room', 'Animal', 'Silence', 'Sheep']",val,real-unknown,['Chewing_and_mastication'],[],[],10.0,44100
Val/Restaurant/Restaurant_user0066_15311058_004.wav,Val/Restaurant/Restaurant_user0066_15311058_004.wav,Restaurant,"['Scissors', 'Patter', 'Squish', 'Chink_and_clink']",val,real-unknown,['Chewing_and_mastication'],[],[],10.0,44100
Val/Restaurant/Restaurant_user0817_15021104_004.wav,Val/Restaurant/Restaurant_user0817_15021104_004.wav,Restaurant,"['Inside, small room']",val,real-unknown,['Chewing_and_mastication'],[],[],10.0,44100
Val/Restaurant/Restaurant_user0817_15020832_001.wav,Val/Restaurant/Restaurant_user0817_15020832_001.wav,Restaurant,"['Chink_and_clink', 'Glass']",val,real-unknown,['Chewing_and_mastication'],[],[],10.0,44100
Val/Restaurant/Restaurant_user0817_15021104_002.wav,Val/Restaurant/Restaurant_user0817_15021104_002.wav,Restaurant,[],val,real-unknown,['Chewing_and_mastication'],[],[],10.0,44100
Val/Restaurant/Restaurant_user0817_15020641_005.wav,Val/Restaurant/Restaurant_user0817_15020641_005.wav,Restaurant,"['Inside, small room']",val,real-unknown,['Chewing_and_mastication'],[],[],10.0,44100
Val/Restaurant/Restaurant_user0817_15020832_002.wav,Val/Restaurant/Restaurant_user0817_15020832_002.wav,Restaurant,"['Cutlery_and_silverware', 'Dishes_and_pots_and_pans', 'Chink_and_clink']",val,real-unknown,['Chewing_and_mastication'],[],[],10.0,44100
Val/Restaurant/Restaurant_user0817_15021104_000.wav,Val/Restaurant/Restaurant_user0817_15021104_000.wav,Restaurant,"['Cutlery_and_silverware', 'Chink_and_clink']",val,real-unknown,['Chewing_and_mastication'],[],[],10.0,44100
Val/Restaurant/Restaurant_user0817_15021104_005.wav,Val/Restaurant/Restaurant_user0817_15021104_005.wav,Restaurant,"['Inside, small room', 'Biting']",val,real-unknown,['Chewing_and_mastication'],[],[],10.0,44100
Val/Restaurant/Restaurant_user0817_15020832_004.wav,Val/Restaurant/Restaurant_user0817_15020832_004.wav,Restaurant,"['Inside, small room']",val,real-unknown,['Chewing_and_mastication'],[],[],10.0,44100
Val/Subway/Subway_user0595_14871827_000.wav,Val/Subway/Subway_user0595_14871827_000.wav,Subway,"['Silence', 'Chink_and_clink']",val,real-unknown,['Coin_(dropping)'],[],[],10.0,44100
Val/Subway/Subway_user0318_14875386_005.wav,Val/Subway/Subway_user0318_14875386_005.wav,Subway,[],val,real-unknown,['Ringtone'],[],[],10.0,44100
Val/Subway/Subway_user0118_14886502_002.wav,Val/Subway/Subway_user0118_14886502_002.wav,Subway,"['Field recording', 'Female_speech_and_woman_speaking']",val,real-unknown,['Ringtone'],[],[],10.0,44100
Val/SubwayStation/SubwayStation_user0775_15053205_004.wav,Val/SubwayStation/SubwayStation_user0775_15053205_004.wav,SubwayStation,['Silence'],val,real-unknown,['Mechanical_fan'],[],[],10.0,44100
Val/SubwayStation/SubwayStation_user0378_14985979_002.wav,Val/SubwayStation/SubwayStation_user0378_14985979_002.wav,SubwayStation,"['Inside, small room', 'Scissors', 'Silence']",val,real-unknown,['Chewing_and_mastication'],[],[],10.0,44100
